package,date,tidy_depends,tidy_imports,tidy_suggests,total_tidy,tidy,n_imports,depends,imports,suggests,totalverse,totalverse_pct
loggit,2020-06-06,FALSE,FALSE,FALSE,0,0,0,R (≥ 3.4.0),NA,"knitr (≥ 1.19), rmarkdown (≥ 1.8), testthat (≥ 2.0.0)",3095,0.17987911193769615
ocedata,2020-06-06,FALSE,FALSE,FALSE,0,0,0,"R (≥ 3.5.0), methods, testthat",NA,NA,3095,0.17987911193769615
seasonal,2020-06-06,FALSE,FALSE,FALSE,0,0,1,R (≥ 2.15),x13binary,seasonalview (≥ 0.1.3),3095,0.17987911193769615
simmer,2020-06-06,FALSE,TRUE,FALSE,1,1,4,R (≥ 3.1.2),"Rcpp, magrittr, codetools, utils","simmer.plot, parallel, testthat, knitr, rmarkdown, rticles",3096,0.17993723119841915
sybilDynFBA,2020-06-06,FALSE,FALSE,FALSE,0,0,1,"R (≥ 2.12.0), sybil (≥ 1.2.0)",methods,NA,3096,0.17993723119841915
tgcd,2020-06-06,FALSE,FALSE,FALSE,0,0,3,R (≥ 3.0.1),"graphics, stats, utils",NA,3096,0.17993723119841915
agricolae,2020-06-07,FALSE,FALSE,FALSE,0,0,6,R (≥ 2.10),"klaR, MASS, nlme, cluster, AlgDesign, graphics",NA,3096,0.17993723119841915
BLOQ,2020-06-07,FALSE,FALSE,FALSE,0,0,2,NA,"maxLik, mvtnorm",testthat,3096,0.17993723119841915
CLME,2020-06-07,FALSE,TRUE,FALSE,1,1,8,"R (≥ 4.0.0), shiny, lme4, MASS","nlme, methods, isotone, stringr, prettyR, stats, openxlsx, graphics","testthat, nnet",3097,0.17999535045914217
ewoc,2020-06-07,FALSE,TRUE,FALSE,1,1,10,NA,"Formula (≥ 1.2-1), rjags (≥ 4-6), coda (≥ 0.18-1), ggplot2 (≥
2.2.0), graphics (≥ 3.3.1), stats (≥ 3.3.1), foreach (≥ 1.4.3), doParallel (≥ 1.0.11), parallel (≥ 3.4.0), doRNG (≥ 1.7.1)",NA,3098,0.18005346971986516
FlexGAM,2020-06-07,FALSE,FALSE,FALSE,0,0,6,"R (≥ 3.4.0), mgcv (≥ 1.8-23)","graphics, MASS, Matrix, scam, splines, stats",NA,3098,0.18005346971986516
OrdNor,2020-06-07,FALSE,FALSE,FALSE,0,0,1,"mvtnorm, corpcor, Matrix, GenOrd",stats,NA,3098,0.18005346971986516
pxR,2020-06-07,TRUE,FALSE,FALSE,1,1,0,"stringr, reshape2, RJSONIO, plyr",NA,NA,3099,0.18011158898058816
RKorAPClient,2020-06-07,FALSE,TRUE,FALSE,1,1,17,R (≥ 3.5.0),"R.cache, broom, ggplot2, tibble, magrittr, tidyr, dplyr, lubridate, highcharter, jsonlite, keyring, plotly, htmlwidgets, utils, httr, methods, PTXQC",testthat,3100,0.18016970824131118
tmle,2020-06-07,FALSE,FALSE,FALSE,0,0,0,"glmnet, SuperLearner (≥ 2.0)",NA,"dbarts (≥ 0.9-12), gam (≥ 1.15), ROCR (≥ 1.0-7)",3100,0.18016970824131118
tsfeatures,2020-06-07,FALSE,TRUE,TRUE,2,1,10,R (≥ 3.6.0),"fracdiff, forecast (≥ 8.3), purrr, RcppRoll (≥ 0.2.2), stats, tibble, tseries, urca, future, furrr","testthat, knitr, rmarkdown, ggplot2, tidyr, dplyr, Mcomp, GGally",3101,0.18022782750203417
bestNormalize,2020-06-08,FALSE,TRUE,FALSE,1,1,9,R (≥ 3.1.0),"LambertW (≥ 0.6.5), nortest, dplyr, doParallel, foreach, doRNG, recipes, tibble, methods","knitr, rmarkdown, MASS, testthat, mgcv, parallel",3102,0.18028594676275717
clustEff,2020-06-08,TRUE,FALSE,FALSE,1,1,0,"qrcm, cluster, fda, ggpubr, ggplot2",NA,NA,3103,0.1803440660234802
FunCC,2020-06-08,FALSE,TRUE,FALSE,1,1,5,R (≥ 3.5.1),"narray, biclust, reshape, RColorBrewer, ggplot2",NA,3104,0.18040218528420318
gamlr,2020-06-08,FALSE,FALSE,FALSE,0,0,0,"R (≥ 2.15), Matrix, methods, graphics, stats",NA,parallel,3104,0.18040218528420318
gscaLCA,2020-06-08,FALSE,TRUE,FALSE,1,1,12,R (≥ 2.10),"gridExtra, ggplot2, stringr, progress, psych, fastDummies, fclust, MASS, devtools, foreach, doSNOW, nnet","knitr, rmarkdown",3105,0.18046030454492618
lemon,2020-06-08,FALSE,TRUE,TRUE,2,1,9,R (≥ 3.1.0),"ggplot2 (≥ 3.3.0), plyr, grid, gridExtra, gtable, knitr (≥
1.12), lattice, scales, rlang","rmarkdown, stringr, dplyr, testthat",3106,0.1805184238056492
mirtjml,2020-06-08,FALSE,FALSE,FALSE,0,0,3,R (≥ 3.1),"Rcpp (≥ 0.12.17), stats, GPArotation",NA,3106,0.1805184238056492
misty,2020-06-08,FALSE,TRUE,FALSE,1,1,4,R (≥ 3.3.3),"haven, lavaan, lme4, readxl","mnormt, nlme, plyr, R.rsp",3107,0.1805765430663722
ncdf4.helpers,2020-06-08,FALSE,FALSE,FALSE,0,0,3,R (≥ 2.12.0),"ncdf4, PCICt, abind","proj4, testthat",3107,0.1805765430663722
nnlib2Rcpp,2020-06-08,FALSE,FALSE,FALSE,0,0,2,NA,"Rcpp , methods",NA,3107,0.1805765430663722
rasterly,2020-06-08,FALSE,TRUE,TRUE,2,1,7,"R (≥ 3.4.0), methods, Rcpp","data.table, rlang, plotly, ggplot2, magrittr, grid, stats","covr, testthat, knitr, rmarkdown, lubridate",3108,0.18063466232709519
rawr,2020-06-08,FALSE,TRUE,FALSE,1,1,6,NA,"rvest, dplyr, jsonlite, xml2, stringr, clipr",testthat,3109,0.1806927815878182
rbison,2020-06-08,FALSE,TRUE,FALSE,1,1,10,NA,"plyr, crul (≥ 0.7.4), ggplot2, mapproj, grid, sp, dplyr (≥
0.5.0), jsonlite (≥ 1.1), data.table, tibble","knitr, rmarkdown, testthat, taxize, vcr",3110,0.1807509008485412
rebmix,2020-06-08,FALSE,FALSE,FALSE,0,0,6,R (≥ 2.10),"methods, stats, utils, graphics, grDevices, mvtnorm","flexmix, mclust, mixtools",3110,0.1807509008485412
RNAseqNet,2020-06-08,TRUE,FALSE,FALSE,1,1,6,"R (≥ 3.1.0), ggplot2","igraph (≥ 1.0), hot.deck, PoiClaClu, glmnet, methods, utils","knitr, rmarkdown",3111,0.18080902010926422
scico,2020-06-08,FALSE,FALSE,TRUE,1,1,1,R (≥ 2.10),grDevices,"ggplot2, testthat, dplyr",3112,0.18086713936998722
seer,2020-06-08,FALSE,TRUE,TRUE,2,1,15,R (≥ 3.2.3),"stats, urca, forecast (≥ 8.3), dplyr, magrittr, randomForest, forecTheta, stringr, tibble, purrr, future, furrr, utils, tsfeatures, MASS","testthat (≥ 2.1.0), covr, repmis, knitr, rmarkdown, ggplot2, tidyr, Mcomp, GGally",3113,0.1809252586307102
sentencepiece,2020-06-08,FALSE,FALSE,FALSE,0,0,1,R (≥ 2.10),Rcpp (≥ 0.11.5),tokenizers.bpe,3113,0.1809252586307102
spatgraphs,2020-06-08,FALSE,FALSE,FALSE,0,0,3,NA,"Rcpp (≥ 0.11.6), Matrix, methods",rgl,3113,0.1809252586307102
TransPhylo,2020-06-08,FALSE,FALSE,TRUE,1,1,4,R (≥ 3.0.0),"Rcpp (≥ 0.12.8), stats, graphics, ape","knitr, testthat, purrr, coda, grDevices, lattice",3114,0.18098337789143323
xmrr,2020-06-08,FALSE,TRUE,FALSE,1,1,7,NA,"dplyr, tidyr, ggplot2, purrr, rlang, tibble, qpdf","testthat, knitr, rmarkdown",3115,0.18104149715215623
biganalytics,2020-06-09,FALSE,FALSE,FALSE,0,0,0,"stats, utils, bigmemory (≥ 4.0.0), foreach, biglm",NA,methods,3115,0.18104149715215623
boundingbox,2020-06-09,FALSE,FALSE,FALSE,0,0,6,NA,"imager, grDevices, graphics, utils, tools, gplots","testthat, knitr, rmarkdown, spelling",3115,0.18104149715215623
BRDT,2020-06-09,FALSE,FALSE,TRUE,1,1,1,R (≥ 3.3.0),stats,"tidyverse, knitr, rmarkdown",3116,0.18109961641287922
cmprsk,2020-06-09,FALSE,FALSE,FALSE,0,0,0,"R (≥ 3.0.0), survival",NA,NA,3116,0.18109961641287922
correlationfunnel,2020-06-09,FALSE,TRUE,TRUE,2,1,17,R (≥ 3.1),"ggplot2, rlang, recipes, magrittr, plotly, tibble, dplyr (≥
1.0.0), tidyr (≥ 1.0.0), stats, utils, ggrepel, stringr, forcats, purrr, cli, crayon, rstudioapi","scales, knitr, rmarkdown, covr, lubridate, testthat (≥
2.1.0)",3117,0.18115773567360224
dvqcc,2020-06-09,TRUE,FALSE,FALSE,1,1,0,"ggplot2, tsDyn",NA,NA,3118,0.18121585493432524
esback,2020-06-09,FALSE,FALSE,FALSE,0,0,1,R (≥ 2.10.0),esreg,NA,3118,0.18121585493432524
GeoTcgaData,2020-06-09,FALSE,FALSE,FALSE,0,0,2,R (≥ 3.6.0),"utils, data.table","knitr, rmarkdown, DESeq2, S4Vectors",3118,0.18121585493432524
HaDeX,2020-06-09,FALSE,TRUE,FALSE,1,1,12,R (≥ 3.0),"data.table, dplyr, DT, ggplot2, gsubfn, latex2exp, reshape2, readr, readxl, shiny, stringr, tidyr","spelling, covr, digest, knitr, pander, renv, rmarkdown, shinycssloaders, shinyhelper, shinyjs, testthat, vdiffr",3119,0.18127397419504823
HiveR,2020-06-09,FALSE,FALSE,FALSE,0,0,9,R (≥ 3.0),"grid, plyr, jpeg, png, RColorBrewer, utils, stats, rgl, tcltk","FuncMap, knitr, sna, xtable, bipartite, rmarkdown, tint",3119,0.18127397419504823
HPLB,2020-06-09,FALSE,FALSE,FALSE,0,0,0,"data.table, stats, graphics",NA,"testthat, fields, ranger, distrEx",3119,0.18127397419504823
jackstrap,2020-06-09,FALSE,TRUE,FALSE,1,1,14,R (≥ 2.15.1),"fBasics, Benchmarking, dplyr, ggplot2, foreach, doParallel, reshape, tidyr, scales, parallel, graphics, plyr, rlang, utils","knitr, rmarkdown",3120,0.18133209345577125
lowpassFilter,2020-06-09,FALSE,FALSE,FALSE,0,0,3,R (≥ 3.0.0),"Rcpp (≥ 0.12.3), stats, methods",testthat,3120,0.18133209345577125
MultNonParam,2020-06-09,FALSE,FALSE,FALSE,0,0,0,"R (≥ 2.10), ICSNP",NA,NA,3120,0.18133209345577125
mvtnorm,2020-06-09,FALSE,FALSE,FALSE,0,0,2,R (≥ 3.5.0),"stats, methods",NA,3120,0.18133209345577125
NVCSSL,2020-06-09,FALSE,FALSE,FALSE,0,0,5,R (≥ 3.5.0),"stats, splines, plyr, grpreg, Matrix",NA,3120,0.18133209345577125
pluralize,2020-06-09,FALSE,FALSE,FALSE,0,0,1,R (≥ 3.6.0),V8,"tinytest, knitr, rmarkdown",3120,0.18133209345577125
quantdates,2020-06-09,FALSE,TRUE,FALSE,1,1,1,R (≥ 2.10),lubridate (≥ 1.7.4),"knitr, rmarkdown",3121,0.18139021271649425
rmutil,2020-06-09,FALSE,FALSE,FALSE,0,0,0,R (≥ 1.4),NA,NA,3121,0.18139021271649425
ryandexdirect,2020-06-09,FALSE,TRUE,FALSE,1,1,12,R (≥ 3.5.0),"utils, httr, bitops, jsonlite, xml2, data.table, readr, magrittr, dplyr, tidyr (≥ 1.0.0), purrr, stringr","knitr, rmarkdown, kableExtra, googleAnalyticsR",3122,0.18144833197721724
sindyr,2020-06-09,FALSE,FALSE,FALSE,0,0,3,"R (≥ 3.4), arrangements, matrixStats, igraph, graphics, grDevices","crqa, plot3D, pracma",NA,3122,0.18144833197721724
transformmos,2020-06-09,FALSE,FALSE,FALSE,0,0,1,NA,utils,NA,3122,0.18144833197721724
binb,2020-06-10,FALSE,FALSE,FALSE,0,0,2,NA,"rmarkdown, knitr",NA,3122,0.18144833197721724
cccrm,2020-06-10,FALSE,TRUE,FALSE,1,1,4,R (≥ 4.0.0),"nlme, dplyr, Deriv, tidyselect",NA,3123,0.18150645123794026
DIFlasso,2020-06-10,FALSE,FALSE,FALSE,0,0,3,NA,"grplasso, penalized, miscTools",NA,3123,0.18150645123794026
echo.find,2020-06-10,FALSE,FALSE,TRUE,1,1,2,NA,"minpack.lm (≥ 1.2.1), boot (≥ 1.3-22)","knitr, rmarkdown, ggplot2",3124,0.18156457049866326
GlobalOptions,2020-06-10,FALSE,FALSE,FALSE,0,0,1,"R (≥ 3.3.0), methods",utils,"testthat (≥ 1.0.0), knitr, markdown, GetoptLong",3124,0.18156457049866326
grpreg,2020-06-10,FALSE,FALSE,FALSE,0,0,1,R (≥ 3.1.0),Matrix,"knitr, survival, tinytest",3124,0.18156457049866326
picante,2020-06-10,FALSE,FALSE,FALSE,0,0,0,"ape, vegan, nlme, methods",NA,"brglm, circular, corpcor, quantreg",3124,0.18156457049866326
rFSA,2020-06-10,FALSE,TRUE,FALSE,1,1,6,NA,"parallel, methods, tibble, rPref, tidyr, hash",NA,3125,0.18162268975938625
rje,2020-06-10,FALSE,FALSE,FALSE,0,0,1,R (≥ 2.0.0),knitr,"testthat, rmarkdown",3125,0.18162268975938625
socviz,2020-06-10,FALSE,TRUE,TRUE,2,1,6,R (≥ 3.5),"dplyr, fs, graphics, magrittr, rlang, tibble",ggplot2,3126,0.18168080902010927
stochprofML,2020-06-10,FALSE,FALSE,FALSE,0,0,2,R (≥ 2.0),"MASS, numDeriv",NA,3126,0.18168080902010927
wiqid,2020-06-10,FALSE,FALSE,FALSE,0,0,5,"HDInterval, R (≥ 2.10), mcmcOutput","stats, truncnorm, MASS, coda, plotrix","secr (≥ 3.0), shiny, rjags",3126,0.18168080902010927
addScales,2020-06-11,FALSE,FALSE,FALSE,0,0,3,"lattice (≥ 0.20-38), R (≥ 3.5.0)","grid, stats, grDevices","knitr, rmarkdown",3126,0.18168080902010927
DIFboost,2020-06-11,FALSE,FALSE,FALSE,0,0,3,NA,"mboost, penalized, stabs",NA,3126,0.18168080902010927
idmodelr,2020-06-11,FALSE,TRUE,FALSE,1,1,12,R (≥ 3.3.0),"dplyr (≥ 0.8.3), rlang (≥ 0.4.0), ggplot2 (≥ 3.2.0), viridis (≥ 0.5.1), magrittr (≥ 1.5), purrr (≥ 0.3.2), future (≥ 1.14.0), furrr (≥ 0.1.0), stringr (≥ 1.4.0), tibble (≥
2.1.3), tidyr (≥ 0.8.3), deSolve (≥ 1.23)","testthat (≥ 2.1.1), rmarkdown (≥ 1.13), knitr (≥ 1.23), pkgnet (≥ 0.4.0), DT (≥ 0.7), vdiffr (≥ 0.3.1), spelling",3127,0.18173892828083227
NCA,2020-06-11,FALSE,TRUE,FALSE,1,1,9,R (≥ 3.0.1),"gplots, quantreg, sfa, KernSmooth, lpSolve, ggplot2, doParallel, foreach, iterators",testthat,3128,0.18179704754155526
nmathresh,2020-06-11,FALSE,TRUE,FALSE,1,1,6,R (≥ 3.1.0),"nnls, grid, gridExtra, gtable, Matrix, ggplot2","knitr, rmarkdown, coda",3129,0.18185516680227828
PCMRS,2020-06-11,FALSE,FALSE,FALSE,0,0,1,"ltm, statmod, cubature, mvtnorm, parallel",Rcpp (≥ 0.12.4),NA,3129,0.18185516680227828
stoRy,2020-06-11,FALSE,FALSE,FALSE,0,0,2,R (≥ 3.5.0),"R6, data.tree",knitr,3129,0.18185516680227828
tidyposterior,2020-06-11,FALSE,TRUE,FALSE,1,1,12,R (≥ 2.10),"rsample (≥ 0.0.2), tidyr (≥ 0.7.1), dplyr, rstanarm (≥
2.15.3), rlang, utils, purrr, tibble, generics, ggplot2, vctrs (≥ 0.3.0), lifecycle","knitr, testthat, covr",3130,0.18191328606300128
TTAinterfaceTrendAnalysis,2020-06-11,FALSE,TRUE,FALSE,1,1,14,"R (≥ 3.3.0), base, stats, grDevices","pastecs, reshape, e1071, relimp, multcomp, rkt, stlplus, nlme, lubridate, tcltk, tcltk2, mvtnorm, zoo, methods",NA,3131,0.18197140532372427
tuber,2020-06-11,FALSE,TRUE,TRUE,2,1,6,R (≥ 3.4.0),"httr, plyr, dplyr, purrr, jsonlite, utils","knitr (≥ 1.11), testthat, rmarkdown, xml2, lintr, hms",3132,0.1820295245844473
unglue,2020-06-11,FALSE,FALSE,TRUE,1,1,0,R (≥ 3.1.0),NA,"glue, testthat (≥ 2.1.0), rlang, covr, knitr, rmarkdown, magrittr",3133,0.1820876438451703
analysisPipelines,2020-06-12,TRUE,TRUE,FALSE,2,1,7,"R (≥ 3.4.0), magrittr, pipeR, methods","ggplot2, dplyr, futile.logger, RCurl, rlang (≥ 0.3.0), proto, purrr","plotly, knitr, rmarkdown, parallel, visNetwork, rjson, DT, shiny, R.devices, corrplot, car, foreign",3134,0.18214576310589328
BreakPoints,2020-06-12,FALSE,FALSE,FALSE,0,0,2,R (≥ 3.1.0),"MASS, zoo",NA,3134,0.18214576310589328
brranching,2020-06-12,FALSE,FALSE,FALSE,0,0,7,R (≥ 3.2.1),"crul (≥ 0.4.0), curl, ape, taxize (≥ 0.9.97), phytools, phylocomr (≥ 0.1.4), conditionz","testthat, knitr",3134,0.18214576310589328
evabic,2020-06-12,FALSE,FALSE,FALSE,0,0,0,NA,NA,testthat (≥ 2.1.0),3134,0.18214576310589328
gim,2020-06-12,FALSE,FALSE,FALSE,0,0,1,R (≥ 3.4.0),numDeriv,"knitr, rmarkdown",3134,0.18214576310589328
highDmean,2020-06-12,FALSE,FALSE,FALSE,0,0,1,R (≥ 3.1.0),stats,NA,3134,0.18214576310589328
lineartestr,2020-06-12,FALSE,TRUE,FALSE,1,1,9,R (> 3.2),"Matrix, sandwich, dplyr, ggplot2, viridis, tidyr, readr, parallel, forecast",testthat,3135,0.1822038823666163
lwgeom,2020-06-12,FALSE,FALSE,FALSE,0,0,3,R (≥ 3.3.0),"Rcpp, units, sf (≥ 0.9-3)","covr, sp, geosphere, testthat",3135,0.1822038823666163
mvMORPH,2020-06-12,FALSE,FALSE,FALSE,0,0,6,"R (≥ 3.5.0), phytools, ape, corpcor, subplex","stats, spam, graphics, glassoFast, parallel, pbmcapply","knitr, car",3135,0.1822038823666163
PNWColors,2020-06-12,FALSE,FALSE,TRUE,1,1,0,NA,NA,ggplot2,3136,0.1822620016273393
QGameTheory,2020-06-12,FALSE,TRUE,FALSE,1,1,3,R (≥ 3.4),"dplyr, RColorBrewer, R.utils",NA,3137,0.1823201208880623
RobustLinearReg,2020-06-12,FALSE,FALSE,FALSE,0,0,0,R (≥ 3.1.0),NA,NA,3137,0.1823201208880623
rportfolio,2020-06-12,FALSE,FALSE,FALSE,0,0,3,R (≥ 2.10),"xts, zoo, stats",spelling,3137,0.1823201208880623
RTCC,2020-06-12,FALSE,FALSE,FALSE,0,0,3,R (≥ 3.5.0),"matrixStats, vegan, Rcpp","testthat, knitr, rmarkdown",3137,0.1823201208880623
simglm,2020-06-12,FALSE,TRUE,TRUE,2,1,8,R (≥ 3.6.0),"stats, methods, Matrix, rlang, dplyr, purrr, broom, future.apply","knitr, lme4, nlme, testthat, shiny, e1071, ggplot2, tidyr, geepack, rmarkdown, future, splines, covr",3138,0.18237824014878531
wbsts,2020-06-12,FALSE,FALSE,FALSE,0,0,1,"mvtnorm, wavelets, R (≥ 3.0.0)",Rcpp (≥ 0.12.12),NA,3138,0.18237824014878531
addinsJoaoMelo,2020-06-13,FALSE,TRUE,FALSE,1,1,4,R (≥ 3.3.0),"dplyr, stringr, rstudioapi, purrr",NA,3139,0.1824363594095083
dirichletprocess,2020-06-13,FALSE,TRUE,TRUE,2,1,3,R (≥ 2.10),"gtools, ggplot2, mvtnorm","testthat, knitr, rmarkdown, tidyr, dplyr",3140,0.1824944786702313
ecospace,2020-06-13,FALSE,FALSE,FALSE,0,0,1,R (≥ 4.0.0),FD (≥ 1.0-12),"vegan, knitr, rmarkdown, data.table",3140,0.1824944786702313
elmNNRcpp,2020-06-13,FALSE,FALSE,FALSE,0,0,1,"R (≥ 3.0.2), KernelKnn",Rcpp (≥ 0.12.17),"testthat, covr, knitr, rmarkdown",3140,0.1824944786702313
finreportr,2020-06-13,FALSE,TRUE,FALSE,1,1,6,R (≥ 2.10),"xml2, dplyr, httr, rvest, XBRL, curl","knitr, rmarkdown, testthat",3141,0.18255259793095432
multDM,2020-06-13,FALSE,FALSE,FALSE,0,0,1,NA,MTS,NA,3141,0.18255259793095432
nanny,2020-06-13,FALSE,TRUE,TRUE,2,1,16,R (≥ 3.6.0),"lifecycle, magrittr, tibble, dplyr, tidyselect, purrr, rlang, tidyr, methods, lme4, stats, utils, knitr, widyr, Rtsne, gtools","testthat, Seurat, limma, GGally, ggplot2",3142,0.18261071719167732
nonlinearTseries,2020-06-13,FALSE,FALSE,FALSE,0,0,7,R (≥ 3.3.0),"Matrix, rgl, tseries, zoo, Rcpp (≥ 0.12.12), graphics, stats","plot3D, knitr, testthat",3142,0.18261071719167732
PopED,2020-06-13,FALSE,TRUE,FALSE,1,1,13,R (≥ 2.14),"ggplot2, MASS, mvtnorm, dplyr (≥ 0.7.0), codetools, stats, utils, magrittr, boot, purrr, stringr, tibble, gtools","testthat, Hmisc, nlme, GA, deSolve, Rcpp, shiny, rhandsontable, knitr, rmarkdown, gridExtra, covr, devtools, mrgsolve",3143,0.1826688364524003
PROreg,2020-06-13,FALSE,FALSE,FALSE,0,0,7,NA,"fmsb, car, RColorBrewer, matrixcalc, rootSolve, numDeriv, Matrix",NA,3143,0.1826688364524003
PupillometryR,2020-06-13,TRUE,TRUE,FALSE,2,1,10,"R (≥ 3.5.0), dplyr, ggplot2, rlang","data.table, fda, itsadug, lazyeval, mgcv, signal, stats, tidyr, utils, zoo","knitr, rmarkdown",3144,0.18272695571312333
rtk,2020-06-13,FALSE,FALSE,FALSE,0,0,2,NA,"Rcpp (≥ 0.12.3), methods",testthat,3144,0.18272695571312333
SuperpixelImageSegmentation,2020-06-13,FALSE,FALSE,FALSE,0,0,5,R (≥ 3.2),"Rcpp (≥ 0.12.10), R6, OpenImageR, grDevices, lattice","testthat, covr, knitr, rmarkdown",3144,0.18272695571312333
survRM2,2020-06-13,FALSE,FALSE,FALSE,0,0,0,survival,NA,"knitr, rmarkdown",3144,0.18272695571312333
AATtools,2020-06-14,FALSE,TRUE,FALSE,1,1,4,R (≥ 3.6.0),"magrittr, dplyr, doParallel, foreach",NA,3145,0.18278507497384633
asciichartr,2020-06-14,FALSE,FALSE,FALSE,0,0,1,NA,methods,NA,3145,0.18278507497384633
clustree,2020-06-14,FALSE,TRUE,FALSE,1,1,10,"R (≥ 3.5), ggraph","checkmate, igraph, dplyr, grid, ggplot2, viridis, methods, rlang, tidygraph, ggrepel","testthat (≥ 2.1.0), knitr, rmarkdown, SingleCellExperiment, Seurat (≥ 2.3.0), covr, SummarizedExperiment, pkgdown, spelling",3146,0.18284319423456932
DTAT,2020-06-14,FALSE,TRUE,TRUE,2,1,9,"R (≥ 3.4.0), survival","km.ci, pomp, Hmisc, data.table, dplyr, r2d3, shiny, jsonlite, methods","knitr, rmarkdown, lattice, latticeExtra, widgetframe, tidyr, RColorBrewer",3147,0.18290131349529234
FKF,2020-06-14,FALSE,FALSE,FALSE,0,0,1,R (≥ 2.8),graphics,"RUnit, knitr, rmarkdown, covr, pkgdown",3147,0.18290131349529234
FunChisq,2020-06-14,FALSE,FALSE,FALSE,0,0,3,R (≥ 3.0.0),"Rcpp, Rdpack (≥ 0.6-1), stats","Ckmeans.1d.dp, DiffXTables, GridOnClusters, testthat, knitr, rmarkdown",3147,0.18290131349529234
GeneNet,2020-06-14,FALSE,FALSE,FALSE,0,0,2,"R (≥ 3.0.2), corpcor (≥ 1.6.9), longitudinal (≥ 1.1.12), fdrtool (≥ 1.2.15)","stats, grDevices","graph, Rgraphviz",3147,0.18290131349529234
getLattes,2020-06-14,FALSE,TRUE,FALSE,1,1,9,R (≥ 3.5.0),"XML, utils, dplyr, tibble, pipeR, rlang, rlist, stringr, stringi","knitr, rmarkdown",3148,0.18295943275601534
gofCopula,2020-06-14,FALSE,TRUE,FALSE,1,1,14,"R (≥ 1.9.0), copula (≥ 0.999-15)","foreach, parallel, doSNOW, R.utils, SparseGrid, numDeriv, VineCopula (≥ 2.0.5), methods, stats, MASS, utils, yarrr, progress, crayon",NA,3149,0.18301755201673836
gretlR,2020-06-14,FALSE,FALSE,FALSE,0,0,1,R (≥ 3.2.3),knitr (≥ 1.20),NA,3149,0.18301755201673836
hystReet,2020-06-14,TRUE,FALSE,TRUE,2,1,0,"R (≥ 3.5.0), httr, jsonlite, lubridate",NA,"dplyr, ggplot2, htmltools, knitr, rmarkdown, scales",3150,0.18307567127746135
immunarch,2020-06-14,TRUE,TRUE,FALSE,2,1,26,"R (≥ 3.5.0), ggplot2 (≥ 3.1.0), dplyr (≥ 0.8.0), dtplyr (≥
1.0.0), data.table (≥ 1.12.6), patchwork","factoextra (≥ 1.0.4), fpc, UpSetR (≥ 1.4.0), pheatmap (≥
1.0.12), ggrepel (≥ 0.8.0), reshape2 (≥ 1.4.2), circlize, MASS (≥ 7.3), Rtsne (≥ 0.15), readr (≥ 1.3.1), readxl (≥
1.3.1), shiny (≥ 1.4.0), shinythemes, airr, ggseqlogo, stringr (≥ 1.4.0), ggalluvial (≥ 0.10.0), Rcpp (≥ 1.0), magrittr, tibble (≥ 2.0), methods, scales, ggpubr (≥ 0.2), rlang (≥
0.4), plyr, dbplyr (≥ 1.4.0)","knitr (≥ 1.8), roxygen2 (≥ 3.0.0), testthat (≥ 2.1.0), pkgdown (≥ 0.1.0), assertthat",3151,0.18313379053818435
lpirfs,2020-06-14,FALSE,TRUE,TRUE,2,1,10,R (≥ 3.1.2),"doParallel (≥ 1.0.15), dplyr (≥ 1.0.0), foreach (≥ 1.5.0), ggplot2 (≥ 3.3.0), ggpubr (≥ 0.3.0), gridExtra (≥ 2.3), lmtest (≥ 0.9-36), plm (≥ 2.2-3), sandwich (≥ 2.5-1), Rcpp (≥
1.0.4.6)","testthat, httr, readxl, knitr, rmarkdown, zoo, vars",3152,0.18319190979890737
lpSolveAPI,2020-06-14,FALSE,FALSE,FALSE,0,0,0,NA,NA,NA,3152,0.18319190979890737
mdthemes,2020-06-14,FALSE,TRUE,FALSE,1,1,6,R (≥ 3.5),"cowplot, hrbrthemes, ggplot2 (≥ 3.3.0), ggtext, ggthemes, tvthemes",glue,3153,0.18325002905963036
mediationsens,2020-06-14,FALSE,FALSE,FALSE,0,0,0,"mediation, distr",NA,NA,3153,0.18325002905963036
outsider.base,2020-06-14,FALSE,TRUE,FALSE,1,1,11,R (≥ 3.3.0),"utils (≥ 3.1), crayon, devtools (≥ 1.1), jsonlite (≥ 1.1), sys (≥ 2.1), yaml (≥ 2.0), callr (≥ 3.0.0), withr (≥ 2.0), tibble, cli, praise","ssh, testthat (≥ 2.0)",3154,0.18330814832035336
Relectoral,2020-06-14,FALSE,TRUE,FALSE,1,1,9,NA,"readxl, ggforce, ggplot2, xlsx, dplyr, sf, utils, stats, rmarkdown",knitr,3155,0.18336626758107638
Rmixmod,2020-06-14,FALSE,FALSE,FALSE,0,0,1,"R (≥ 2.12.0), Rcpp (≥ 0.8.0)",methods,NA,3155,0.18336626758107638
ROCit,2020-06-14,FALSE,FALSE,FALSE,0,0,4,NA,"stats, graphics, utils, methods","testthat, knitr, rmarkdown",3155,0.18336626758107638
tidygeoRSS,2020-06-14,FALSE,TRUE,FALSE,1,1,12,R (≥ 3.1.0),"xml2 (≥ 1.3.1), httr (≥ 1.4.1), anytime (≥ 0.3.7), dplyr (≥ 1.0.0), tidyRSS (≥ 2.0.2), jsonlite (≥ 1.6.1), strex (≥
1.2.0), stringr (≥ 1.4.0), magrittr (≥ 1.5), purrr (≥
0.3.3), sf (≥ 0.9.1), rlang (≥ 0.4.6)","httptest, knitr, rmarkdown, testthat (≥ 2.1.0)",3156,0.18342438684179938
